"field_kOe","time_ps","signal"
25,28.99557,0.0213034
25,29.263,0.0190052
25,29.53044,0.0216396
25,29.79787,0.0161761
25,30.0653,0.0171046
25,30.33274,0.0172584
25,30.60017,0.0190685
25,30.8676,0.0144431
25,31.13503,0.013435
25,31.40247,0.0170035
25,31.6699,0.016919
25,31.93733,0.0158325
25,32.20477,0.0140115
25,32.4722,0.0198736
25,32.73963,0.0181627
25,33.00706,0.0141568
25,33.2745,0.00870872
25,33.54193,0.000932847
25,33.80936,-0.00362456
25,34.0768,-0.00544965
25,34.34423,-0.00817942
25,34.61166,-0.01009
25,34.8791,-0.00498112
25,35.14653,-0.001609
25,35.41396,0.00600721
25,35.6814,0.0120243
25,35.94883,0.014229
25,36.21626,0.0106138
25,36.48369,0.00845623
25,36.75113,0.00858613
25,37.01856,0.00553975
25,37.28599,0.00564294
25,37.55343,0.00599577
25,37.82086,0.00246668
25,38.08829,0.00380055
25,38.35572,0.00435733
25,38.62316,0.00729231
25,38.89059,0.00751397
25,39.15802,0.00635042
25,39.42546,0.00787655
25,39.69289,0.00865325
25,39.96032,0.00958235
25,40.22776,0.0112314
25,40.49519,0.0107497
25,40.76262,0.00881467
25,41.03005,0.0118175
25,41.29749,0.00857313
25,41.56492,0.0138478
25,41.83235,0.0124683
25,42.09979,0.0101605
25,42.36722,0.00768766
25,42.63465,0.00877803
25,42.90209,0.0124807
25,43.16952,0.0122988
25,43.43695,0.00631814
25,43.70438,0.00617682
25,43.97182,0.00231088
25,44.23925,0.00309301
25,44.50668,0.00293631
25,44.77412,-0.000349262
25,45.04155,-0.00100127
25,45.30898,-0.00121993
25,45.57642,0.000195852
25,45.84385,-0.000279921
25,46.11128,-0.0015322
25,46.37872,-0.00350598
25,46.64615,0.000454366
25,46.91358,-0.00135961
25,47.18101,0.00252371
25,47.44845,-0.000350374
25,47.71588,-0.000647424
25,47.98331,0.000535568
25,48.25075,0.00132468
25,48.51818,0.00196252
25,48.78561,-0.000803857
25,49.05304,0.00135379
25,49.32048,0.00236833
25,49.58791,0.00222246
25,49.85534,0.00453814
25,50.12278,0.00686311
25,50.39021,0.00485656
25,50.65764,0.00506057
25,50.92508,0.00559983
25,51.19251,0.0078189
25,51.45994,0.00735218
25,51.72738,0.00654
25,51.99481,0.00343319
25,52.26224,0.00358008
25,52.52967,0.0052225
25,52.79711,0.00515176
25,53.06454,0.00616559
25,53.33197,0.00514533
25,53.59941,0.0040744
25,53.86684,0.0062641
25,54.13427,0.00330769
25,54.4017,-0.00219961
25,54.66914,-6.05647e-05
25,54.93657,-0.0020158
25,55.204,-0.00195867
25,55.47144,-0.00183215
25,55.73887,0.00338694
25,56.0063,0.00431037
25,56.27374,0.00488059
25,56.54117,0.00266057
25,56.8086,0.00246447
25,57.07604,-0.00246363
25,57.34347,-0.00300024
25,57.6109,-0.000656169
25,57.87833,-0.00496761
25,58.14577,-0.00277883
25,58.4132,0.000687431
28,-1.759225,0.00267882
28,-1.491792,-0.00292716
28,-1.224359,0.000430351
28,-0.956926,0.00671415
28,-0.689493,0.0123361
28,-0.42206,0.0375312
28,-0.154627,0.117341
28,0.112806,0.274109
28,0.380239,0.52891
28,0.647672,0.83456
28,0.915105,1.00764
28,1.182538,1.00005
28,1.449971,0.943123
28,1.717404,0.855899
28,1.984837,0.757068
28,2.25227,0.680763
28,2.519703,0.624492
28,2.787136,0.586041
28,3.054569,0.548088
28,3.322002,0.513628
28,3.589435,0.475837
28,3.856868,0.442429
28,4.124301,0.418806
28,4.391734,0.395528
28,4.659167,0.377266
28,4.9266,0.358327
28,5.194033,0.33654
28,5.461466,0.321621
28,5.728899,0.296607
28,5.996332,0.281002
28,6.263765,0.262031
28,6.531198,0.242691
28,6.798631,0.222322
28,7.066064,0.203839
28,7.333497,0.194375
28,7.60093,0.187432
28,7.868363,0.172962
28,8.135796,0.158798
28,8.403229,0.148567
28,8.670662,0.13244
28,8.938095,0.127029
28,9.205528,0.11432
28,9.472961,0.105107
28,9.740394,0.098609
28,10.00783,0.0992765
28,10.27526,0.0954615
28,10.54269,0.0927048
28,10.81013,0.0869886
28,11.07756,0.0894011
28,11.34499,0.0846085
28,11.61242,0.0768493
28,11.87986,0.0738325
28,12.14729,0.0671666
28,12.41472,0.0651447
28,12.68216,0.0572818
28,12.94959,0.0580998
28,13.21702,0.0571571
28,13.48446,0.0534492
28,13.75189,0.0497445
28,14.01932,0.0543776
28,14.28676,0.0547718
28,14.55419,0.0547445
28,14.82162,0.0598649
28,15.08905,0.0637865
28,15.35649,0.0622482
28,15.62392,0.0652181
28,15.89135,0.0636341
28,16.15879,0.0642081
28,16.42622,0.066375
28,16.69365,0.0624745
28,16.96108,0.0608742
28,17.22852,0.0576951
28,17.49595,0.0542698
28,17.76338,0.0517371
28,18.03082,0.0473
28,18.29825,0.0394408
28,18.56568,0.0394185
28,18.83312,0.0307484
28,19.10055,0.0320727
28,19.36798,0.0297386
28,19.63541,0.0249323
28,19.90285,0.0196795
28,20.17028,0.0222028
28,20.43771,0.021644
28,20.70515,0.0153123
28,20.97258,0.0166119
28,21.24001,0.017225
28,21.50745,0.0167338
28,21.77488,0.0168843
28,22.04231,0.0177697
28,22.30974,0.0164788
28,22.57718,0.0196344
28,22.84461,0.0148634
28,23.11204,0.021751
28,23.37948,0.0224994
28,23.64691,0.0253379
28,23.91434,0.0301246
28,24.18178,0.0388907
28,24.44921,0.0449756
28,24.71664,0.0444815
28,24.98408,0.035958
28,25.25151,0.0352688
28,25.51894,0.0347063
28,25.78637,0.0347766
28,26.05381,0.0371473
28,26.32124,0.0374663
28,26.58867,0.03667
28,26.85611,0.0369081
28,27.12354,0.0291236
28,27.39097,0.0347298
28,27.6584,0.0325383
28,27.92584,0.0329632
28,28.19327,0.0291446
28,28.4607,0.0267461
28,28.72814,0.0243315
28,28.99557,0.0216242
28,29.263,0.0177784
28,29.53044,0.0117317
28,29.79787,0.0165136
28,30.0653,0.0116115
28,30.33274,0.0105386
28,30.60017,0.00829264
28,30.8676,0.00708689
28,31.13503,0.0128508
28,31.40247,0.0135941
28,31.6699,0.012536
28,31.93733,0.0182484
28,32.20477,0.0134977
28,32.4722,0.0195919
28,32.73963,0.0159764
28,33.00706,0.0181189
28,33.2745,0.0145297
28,33.54193,0.0136524
28,33.80936,0.00599027
28,34.0768,0.0028029
28,34.34423,0.00345913
28,34.61166,0.0013532
28,34.8791,0.00256956
28,35.14653,0.0115841
28,35.41396,0.0163429
28,35.6814,0.0270111
28,35.94883,0.0310481
28,36.21626,0.0305492
28,36.48369,0.0310212
28,36.75113,0.0300647
28,37.01856,0.026735
28,37.28599,0.0234258
28,37.55343,0.0218222
28,37.82086,0.0229486
28,38.08829,0.0172359
28,38.35572,0.0142856
28,38.62316,0.0137867
28,38.89059,0.013467
28,39.15802,0.0137074
28,39.42546,0.0115196
28,39.69289,0.0106167
28,39.96032,0.00855907
28,40.22776,0.00910896
28,40.49519,0.0083342
28,40.76262,0.00309597
28,41.03005,0.00142788
28,41.29749,0.00470469
28,41.56492,0.0035179
28,41.83235,0.00431078
28,42.09979,0.00806044
28,42.36722,0.00893546
28,42.63465,0.00506419
28,42.90209,0.0116206
28,43.16952,0.0131725
28,43.43695,0.0147481
28,43.70438,0.0136621
28,43.97182,0.0134535
28,44.23925,0.0136918
28,44.50668,0.0121321
28,44.77412,0.0119791
28,45.04155,0.0108496
28,45.30898,0.0104715
28,45.57642,0.0124907
28,45.84385,0.01088
28,46.11128,0.0127596
28,46.37872,0.0156789
28,46.64615,0.013992
28,46.91358,0.0126722
28,47.18101,0.013431
28,47.44845,0.0156342
28,47.71588,0.0113126
28,47.98331,0.0116219
28,48.25075,0.0149902
28,48.51818,0.011928
28,48.78561,0.0113795
28,49.05304,0.0174674
28,49.32048,0.0138351
28,49.58791,0.0113219
28,49.85534,0.013779
28,50.12278,0.0166912
28,50.39021,0.0147654
28,50.65764,0.0151358
28,50.92508,0.0159392
28,51.19251,0.0174375
28,51.45994,0.0152887
28,51.72738,0.011041
28,51.99481,0.013339
28,52.26224,0.00971146
28,52.52967,0.00802355
28,52.79711,0.00882304
28,53.06454,0.0130379
28,53.33197,0.0110144
28,53.59941,0.0088831
28,53.86684,0.00823772
28,54.13427,0.00680725
28,54.4017,0.00515382
28,54.66914,0.00311298
28,54.93657,0.000650181
28,55.204,-2.46957e-05
28,55.47144,0.00450844
28,55.73887,0.000925668
28,56.0063,0.00625842
28,56.27374,0.00858725
28,56.54117,0.010241
28,56.8086,0.011226
28,57.07604,0.00739769
28,57.34347,0.0105124
28,57.6109,0.00627492
28,57.87833,0.00545667
28,58.14577,0.004265
28,58.4132,0.000562042
30,-1.759225,0.00014716
30,-1.491792,0.00177291
30,-1.224359,-0.00269832
30,-0.956926,-0.00229909
30,-0.689493,0.0121469
30,-0.42206,0.0794001
30,-0.154627,0.211754
30,0.112806,0.412983
30,0.380239,0.686941
30,0.647672,0.936947
30,0.915105,0.984274
30,1.182538,0.908585
30,1.449971,0.828236
30,1.717404,0.731121
30,1.984837,0.642056
30,2.25227,0.572998
30,2.519703,0.52205
30,2.787136,0.48619
30,3.054569,0.446893
30,3.322002,0.40695
30,3.589435,0.369364
30,3.856868,0.339847
30,4.124301,0.326302
30,4.391734,0.308866
30,4.659167,0.292532
30,4.9266,0.27125
30,5.194033,0.258952
30,5.461466,0.243761
30,5.728899,0.2272
30,5.996332,0.204555
30,6.263765,0.185582
30,6.531198,0.171919
30,6.798631,0.160224
30,7.066064,0.145623
30,7.333497,0.141046
30,7.60093,0.135026
30,7.868363,0.119063
30,8.135796,0.107044
30,8.403229,0.0998655
30,8.670662,0.0854868
30,8.938095,0.074811
30,9.205528,0.0721055
30,9.472961,0.0668313
30,9.740394,0.0622845
30,10.00783,0.0650984
30,10.27526,0.0676869
30,10.54269,0.0695926
30,10.81013,0.0728342
30,11.07756,0.07041
30,11.34499,0.0685281
30,11.61242,0.0668556
30,11.87986,0.0648964
30,12.14729,0.0623519
30,12.41472,0.0569638
30,12.68216,0.0579586
30,12.94959,0.0568553
30,13.21702,0.053821
30,13.48446,0.0537794
30,13.75189,0.0545989
30,14.01932,0.0562974
30,14.28676,0.0549945
30,14.55419,0.0541382
30,14.82162,0.0626398
30,15.08905,0.0578608
30,15.35649,0.0595696
30,15.62392,0.0608359
30,15.89135,0.0567875
30,16.15879,0.0545943
30,16.42622,0.0494603
30,16.69365,0.0431858
30,16.96108,0.0440656
30,17.22852,0.0391663
30,17.49595,0.0339498
30,17.76338,0.0249434
30,18.03082,0.0190846
30,18.29825,0.0201199
30,18.56568,0.020814
30,18.83312,0.0164241
30,19.10055,0.0161884
30,19.36798,0.0156191
30,19.63541,0.0122485
30,19.90285,0.0106904
30,20.17028,0.00743575
30,20.43771,0.0145669
30,20.70515,0.0185474
30,20.97258,0.0170848
30,21.24001,0.017025
30,21.50745,0.0137192
30,21.77488,0.0173554
30,22.04231,0.0209863
30,22.30974,0.0178658
30,22.57718,0.0200084
30,22.84461,0.0204718
30,23.11204,0.0235866
30,23.37948,0.0272805
30,23.64691,0.0270643
30,23.91434,0.0360162
30,24.18178,0.0446173
30,24.44921,0.0465217
30,24.71664,0.0329515
30,24.98408,0.0317635
30,25.25151,0.0326768
30,25.51894,0.0304989
30,25.78637,0.0294192
30,26.05381,0.0320659
30,26.32124,0.0295916
30,26.58867,0.0327397
30,26.85611,0.0294074
30,27.12354,0.0242418
30,27.39097,0.0255385
30,27.6584,0.021004
30,27.92584,0.0167748
30,28.19327,0.0137325
30,28.4607,0.0124253
30,28.72814,0.0112383
30,28.99557,0.00884772
30,29.263,0.0062526
30,29.53044,0.00821879
30,29.79787,0.00630258
30,30.0653,0.00474523
30,30.33274,0.0059467
30,30.60017,0.00656504
30,30.8676,0.00526684
30,31.13503,0.00817127
30,31.40247,0.0106051
30,31.6699,0.0123103
30,31.93733,0.0110482
30,32.20477,0.0141169
30,32.4722,0.0187364
30,32.73963,0.0267909
30,33.00706,0.027333
30,33.2745,0.0203289
30,33.54193,0.013555
30,33.80936,0.00941451
30,34.0768,0.0101446
30,34.34423,0.0090005
30,34.61166,0.00594793
30,34.8791,0.00636924
30,35.14653,0.0137629
30,35.41396,0.0207083
30,35.6814,0.0258193
30,35.94883,0.0278583
30,36.21626,0.0236029
30,36.48369,0.0226844
30,36.75113,0.0209306
30,37.01856,0.0176964
30,37.28599,0.0148163
30,37.55343,0.0113122
30,37.82086,0.0129279
30,38.08829,0.0151312
30,38.35572,0.0150307
30,38.62316,0.0114946
30,38.89059,0.0113161
30,39.15802,0.0103509
30,39.42546,0.00597716
30,39.69289,0.00686133
30,39.96032,0.00894109
30,40.22776,0.0108768
30,40.49519,0.0071695
30,40.76262,0.00771462
30,41.03005,0.0131741
30,41.29749,0.0105409
30,41.56492,0.0129335
30,41.83235,0.0124318
30,42.09979,0.0126992
30,42.36722,0.0116999
30,42.63465,0.0128769
30,42.90209,0.018001
30,43.16952,0.0109762
30,43.43695,0.0149799
30,43.70438,0.0196226
30,43.97182,0.0129117
30,44.23925,0.010238
30,44.50668,0.00911408
30,44.77412,0.0126059
30,45.04155,0.00876159
30,45.30898,0.0115287
30,45.57642,0.00956007
30,45.84385,0.00947118
30,46.11128,0.0128714
30,46.37872,0.0107589
30,46.64615,0.00745295
30,46.91358,0.0106235
30,47.18101,0.0102375
30,47.44845,0.0120333
30,47.71588,0.0085594
30,47.98331,0.00964937
30,48.25075,0.00920386
30,48.51818,0.00181892
30,48.78561,0.00689443
30,49.05304,0.00714637
30,49.32048,0.00795621
30,49.58791,0.0077678
30,49.85534,0.00649157
30,50.12278,0.0150247
30,50.39021,0.015392
30,50.65764,0.00861339
30,50.92508,0.0070051
30,51.19251,0.0110643
30,51.45994,0.0152316
30,51.72738,0.00655789
30,51.99481,0.0126107
30,52.26224,0.00741098
30,52.52967,0.00700757
30,52.79711,0.00971033
30,53.06454,0.0123076
30,53.33197,0.0108848
30,53.59941,0.014809
30,53.86684,0.0120371
30,54.13427,0.00846732
30,54.4017,0.00411821
30,54.66914,0.00298792
30,54.93657,0.00582814
30,55.204,0.00756647
30,55.47144,0.00988896
30,55.73887,0.00939576
30,56.0063,0.00975273
30,56.27374,0.0105967
30,56.54117,0.0120544
30,56.8086,0.0102253
30,57.07604,0.0089769
30,57.34347,0.00817847
30,57.6109,0.00809727
30,57.87833,0.00303958
30,58.14577,-6.8235e-05
30,58.4132,-0.00263643
